id,PageRankRank,T0PRRank,T1PRRank,T2PRRank,T3PRRank,T4PRRank,T5PRRank,T6PRRank,T7PRRank,T8PRRank,T9PRRank
5213,6409,1125,6209,3672,6803,4448,7142,1043,7434,3456,6714
4432,6410,4401,7369,3612,6790,4457,7159,4164,1983,5186,2447
719,6411,4400,1751,5333,3127,8240,3335,7917,4274,6657,4425
4337,6412,1217,5050,355,5715,1968,5443,1147,6226,2009,5080
4338,6413,1218,5049,357,5740,1776,5357,1148,6225,2010,5092
2070,6415,4396,7373,512,5849,1981,5430,2364,5230,2522,7515
2071,6414,4397,7372,511,5850,1980,5431,2375,5370,3040,8286
387,6416,4419,2072,5015,1391,4911,1833,4822,2197,4955,1918
2505,6417,4420,7072,2831,7671,3069,8246,3402,1605,1783,5456
1498,6418,4441,7055,2901,7591,2913,1266,6211,3408,7617,655
4403,6420,4439,7057,2899,7565,2990,8300,3350,1837,1526,4742
3930,6419,4440,7056,2900,7590,2914,8133,3321,1836,1525,4743
2481,6422,1827,5439,1430,4947,2105,893,6323,2880,5516,2315
2480,6421,1824,5442,1438,4797,2476,892,6349,2941,5463,2365
2482,6423,1825,5441,1436,4799,2475,891,6324,2952,5453,2293
2479,6424,1826,5440,1435,4800,2474,890,6325,2954,5451,2291
2065,6425,4437,7059,2897,1868,4791,587,5961,3263,7579,2731
3723,6426,1182,5023,2784,7506,3109,8151,3310,1714,6280,4049
4811,6427,4436,7060,2896,1911,5398,2254,1039,6240,2021,5082
3881,6428,4435,7061,2895,1726,1343,1093,6429,2635,5732,1579
6354,6429,1765,5433,1423,5096,2235,5202,2523,5879,1844,5393
7496,6430,4433,7063,2893,7568,2987,8316,3334,1361,1039,6197
830,6431,4432,1773,5284,3150,8308,3281,7966,4226,6703,4335
4761,6432,4431,7064,2892,7569,2986,8317,3333,2052,1435,4587
8170,6433,4428,7067,2811,7626,2938,8176,3226,7952,1520,4748
4710,6434,1850,5588,1923,5605,2597,7509,3149,2033,5145,2428
4796,6435,4427,7068,2861,1075,6027,697,5576,2788,5323,2462
4756,6436,4426,7069,2834,7668,3072,8243,3406,7646,3214,799
4757,6437,4425,7070,2833,7669,3071,8244,3405,7647,3213,801
4071,6438,1489,4816,2161,5366,2822,7883,3547,2154,5205,2599
6505,6439,1715,5477,1468,4830,2419,7836,3527,1582,6611,3755
4770,6440,4424,7071,2832,7670,3070,8245,3404,1898,6294,4048
1654,6441,4423,1394,4869,2966,7548,2744,7819,3750,8021,3484
1653,6442,4422,1393,4870,2965,7549,2743,7820,3749,8022,3483
1651,6443,4421,1392,4871,2964,7550,2742,7821,3748,8023,3482
7187,6444,4342,1725,5298,3174,1420,4939,1910,6538,4427,7132
1337,6445,4291,7399,3635,2031,5373,2331,475,7504,3598,6834
5440,6446,4290,7400,3634,6774,1337,4987,1862,6431,4302,7023
8135,6447,1607,4944,2690,7554,1425,4967,1824,6463,682,6276
6562,6448,4289,7401,3633,6775,1400,4930,1917,6558,4407,6969
2154,6449,1326,1839,5345,2305,1639,4761,2243,5528,805,501
5079,6450,4161,7309,3462,8108,1366,5020,2003,6515,4293,7001
2062,6451,4160,1724,5299,3173,8345,3306,8000,4354,6743,4364
3024,6453,4158,7307,3464,1872,4788,2166,5506,2717,1157,990
3025,6452,4159,7308,3463,1873,4787,2167,5478,2929,1158,991
7369,6454,4157,1485,4601,7176,4311,7046,4568,6876,4174,1132
4950,6455,4156,7282,3539,8050,3702,1057,6406,2949,5455,2373
8373,6456,4153,7285,3536,8053,1272,4806,2258,5268,2540,7467
1150,6457,4152,7286,3535,1642,4730,2222,5489,2800,5339,2251
5522,6458,4150,7287,1142,6238,4020,7256,4337,7134,4518,735
8412,6459,4139,7297,3499,8025,3668,672,5659,2586,1508,4759
2346,6460,1660,4847,2107,343,5919,1689,4702,7431,3458,6711
2345,6462,1659,4848,2106,345,5917,1705,4745,7421,3413,6813
2344,6461,1658,4849,2105,344,5918,1528,5062,7204,4484,7146
943,6463,4149,1859,1171,5018,2270,7723,2918,5750,288,5903
1895,6464,1380,5079,2756,7500,1644,4788,2247,5524,3113,934
7240,6465,4148,7288,1187,5047,2248,5189,2564,5814,2909,8155
3685,6466,4147,7289,3534,888,6481,3659,6770,4387,6768,854
3684,6467,4146,7290,3533,889,6480,3660,6769,4388,6767,855
4859,6468,1027,6121,3985,6731,4500,7069,4396,7085,4775,2075
3727,6469,4145,7291,3532,8054,3699,1077,6386,2810,5359,966
3726,6470,4144,7292,3531,8055,3698,1078,6385,2809,5360,969
4739,6472,4142,7294,3529,8057,3696,1018,6441,4660,1407,4674
4740,6471,4143,7293,3530,8056,3697,1019,6440,4661,1406,4675
8793,6473,4141,7295,3528,8058,3695,6841,4487,6871,1543,4786
5627,6474,4163,7334,1068,6302,4182,7397,2986,1923,6326,3986
5023,6475,4164,1759,5328,3133,8325,3267,8125,4178,6693,4343
4575,6476,1794,5435,1425,5094,1201,4872,2203,5510,3181,7913
2034,6479,4183,7321,3450,8118,1354,4999,1850,6390,2068,5224
2035,6478,4185,7319,3452,8104,1355,5000,1849,6391,2069,5223
2033,6477,4186,7318,3453,8115,1353,4973,1844,6396,2089,5268
2446,6480,1644,4858,2098,5184,1502,4644,2125,5425,2989,8331
768,6481,4182,7310,3461,329,5929,1379,4950,2417,4988,1943
6898,6482,4181,1868,5410,2370,5287,2573,7685,3640,8346,3276
5659,6483,4180,7322,3449,1870,4789,2165,5536,1701,6262,4046
2944,6485,4178,7324,3447,8120,1405,4912,1879,6420,4323,1034
2945,6486,4177,7325,3470,8105,1406,4924,1924,6575,4432,1033
2946,6487,4176,7326,3471,8103,1404,4925,1923,6576,4442,1032
2943,6484,4179,4724,2075,5175,1407,4923,1925,6574,4443,1031
5154,6488,4175,7327,3472,8075,3681,6825,4470,2082,5266,2542
2805,6489,1686,4880,2130,5220,2730,7635,2792,5687,2876,8123
3674,6490,4174,7328,3485,2185,1125,6175,1696,6756,4070,7225
6863,6491,1329,5127,2471,7724,3087,8291,3388,2006,5114,2515
1447,6494,4171,1810,5280,3154,8304,3285,7963,4203,6700,4338
1448,6492,4173,1812,5278,3158,8327,3294,7954,4186,6685,4410
1446,6493,4172,1811,5279,3156,8302,3287,7961,4180,6691,4345
5054,6495,4170,7329,3495,8029,3664,6839,4485,2146,5212,2592
1787,6496,4169,682,6291,4390,7033,1128,6104,3452,7639,2680
7434,6497,4168,7330,3494,8030,3663,1104,6418,2592,1266,4986
169,6498,4151,1427,4898,2136,5536,2359,5139,7295,4581,2016
6648,6499,4137,7299,3446,8121,3433,1031,6488,4637,1453,4571
4394,6502,4110,6700,4254,7228,3758,6533,1075,1190,1282,5029
4396,6501,4136,7300,3496,8028,3665,6838,1074,1188,1279,5032
4397,6500,3272,8090,1954,5524,2660,7460,1072,1187,1281,5030
5144,6503,4109,6701,4253,7229,3189,7978,3638,2192,5233,2628
4160,6505,4107,6703,4251,7231,3187,7980,1080,6262,2025,5078
4378,6504,4108,6702,4252,7230,3188,7979,1081,6274,1964,5132
3182,6506,1222,1675,268,5998,2022,5096,1935,6565,4453,7142
2210,6507,4106,6704,1365,5082,1535,4614,7123,2331,5057,1881
7419,6508,4105,6705,1144,6236,4022,7254,4353,7170,4540,7099
5297,6509,4104,6706,4250,7232,3186,7981,3637,7701,1447,729
6738,6510,4103,6707,4249,7233,3185,7982,3636,7702,3306,1084
8529,6512,1852,5586,1925,5603,2599,7507,3182,7935,1560,4754
9128,6513,4102,6708,4248,7234,3184,7983,3635,7703,1561,4739
8836,6511,1851,5587,1924,5604,2598,7508,3165,7796,1562,4738
7450,6514,4101,6709,4247,7235,3183,1058,6405,2957,1533,4795
5017,6515,1420,5099,2738,7460,3229,7888,3542,1699,1052,6125
2302,6516,2065,5186,1163,5026,1672,4765,2239,1872,6316,3968
6516,6517,4088,6663,4119,6698,4474,7147,4175,1710,6283,4059
6515,6518,4098,6685,4110,6705,4469,7150,4172,1709,6284,4058
2814,6519,4097,6684,4111,6704,603,5639,1414,6159,2318,1089
3566,6524,4092,6661,4105,6696,4476,7145,4177,672,7889,3413
3570,6521,4095,6658,4082,6671,3900,6643,3741,673,7741,2754
3572,6523,4093,6660,4104,6682,4486,7078,4239,675,7727,2779
3571,6522,4094,6659,4081,6672,3899,6644,3740,670,7883,3357
3568,6520,4096,6683,4112,6703,4470,7149,4160,676,7788,2873
2166,6525,1250,4969,2612,7845,3626,6902,4402,7080,4779,951
2165,6526,1251,4968,2613,7844,3624,6875,4424,7102,4810,950
6998,6527,4091,1314,4940,2690,7801,3464,8032,4375,6754,1095
3938,6528,1814,1670,1027,6197,4000,6621,3701,8252,3785,6501
4352,6529,4090,988,5954,4100,6643,3783,6896,4501,7318,962
5068,6530,4111,6698,4256,1928,1070,6177,1737,6684,4133,7360
5069,6531,4112,6686,4109,1927,1071,6176,1695,6766,4219,7297
8357,6532,695,6326,3766,6899,4539,7082,4236,2157,5231,2618
1713,6533,4114,6696,542,5767,1788,5376,2534,5883,1944,5148
3450,6534,4135,7301,1296,5141,2745,7620,2835,2039,5139,2461
1335,6535,1350,5162,2418,7767,3004,8304,3346,7638,3221,8002
4850,6537,4133,7303,3468,1914,5395,2258,5167,7297,4579,2018
4849,6536,4134,7302,3469,1915,5394,2285,5201,2649,5691,1632
1660,6538,4132,1806,5283,2040,685,1159,6131,3553,8156,3136
4005,6539,4131,1710,5312,3113,8169,1152,6138,3504,8197,3161
1784,6540,4130,7304,3467,8106,742,523,6019,2979,7769,2801
4414,6541,1856,5582,1927,5573,2646,7413,2987,5701,1557,4773
1982,6542,4129,7305,3466,8107,3387,8057,3568,7719,3369,310
2478,6543,4128,7306,3465,1791,1472,4640,665,2326,5062,1877
4628,6544,1837,5599,1695,1131,6227,3892,874,5474,3161,7900
7414,6545,4127,7223,2960,8196,3375,8009,3671,8222,1496,4677
3914,6547,4125,6769,4211,1923,5387,2319,1002,2001,5119,2510
3913,6546,4126,6995,3177,1922,5388,2318,1003,2002,5118,2511
1899,6548,4124,6994,3178,8268,3535,6695,3874,2103,556,5671
2855,6550,4122,6688,4183,1636,1060,6186,1559,6636,4388,6985
2857,6549,4123,6687,4108,1637,1059,6187,1578,6668,4096,7210
2858,6551,4121,6689,4132,1638,1061,6185,1560,6635,4389,6984
3371,6552,4120,6690,4184,7282,1462,522,6020,3013,7796,350
2599,6553,1936,5575,1918,2018,5381,2323,5113,1687,6249,4031
5010,6554,4118,6692,4262,7251,545,5730,1295,6054,2193,6458
4425,6556,4187,7317,3454,8114,1289,4837,2177,1961,5175,2458
4424,6555,4117,6693,4261,7250,1290,4849,2168,1960,5150,2423
5012,6557,4188,7316,3455,8113,3407,568,5920,3181,1477,4608
6928,6558,4240,7273,3548,6849,1121,6194,1630,6623,4399,6976
6927,6559,4263,7335,3489,8035,1122,6193,1637,6617,4366,6943
5358,6560,4262,7254,3516,1889,1458,4948,1843,6397,2088,5269
5359,6561,4261,7255,3513,1888,1459,4947,1873,6425,4318,7039
4082,6563,4259,7257,3511,1876,4784,2170,5474,2931,5473,2356
4084,6562,4260,7256,3512,1874,4786,2168,5505,2687,5681,1594
4083,6564,4258,7258,3510,1875,4785,2169,5475,2953,5452,2292
4092,6565,4257,7259,3509,8072,3684,469,5838,3004,7802,3434
4091,6566,4256,7260,3508,8061,3693,506,5978,3205,7853,3416
322,6567,4255,508,1314,5125,2758,7548,3144,7806,1672,5377
3199,6568,4254,1813,5277,3099,8155,3239,8297,4140,6948,4151
3944,6569,4241,7272,3538,8051,3701,1228,1086,6279,1959,5137
2933,6574,4247,7267,3501,8023,3670,6834,4461,6840,4150,921
2929,6570,4251,7263,3505,8045,3653,6908,4412,7121,4530,920
2930,6571,4250,7264,3504,8020,3673,6831,4464,6837,4153,918
2932,6573,4248,7265,3503,8021,3672,6832,4463,6838,4152,917
2931,6572,4249,7253,3517,8069,3686,6821,4474,6852,4192,922
6975,6576,4245,7269,3523,8063,3691,6817,246,1877,6312,3959
6974,6577,4244,7270,3524,8062,3692,6816,247,1876,6313,3971
6973,6575,4246,7268,3500,8024,3669,6835,230,1878,6311,3972
1760,6578,4243,1629,4716,5629,2627,571,5917,3194,7864,3375
5032,6579,4242,7271,3525,8060,992,6007,1718,1828,6347,3999
7694,6580,4264,7336,3488,8036,3659,6873,4456,1853,1553,4777
5098,6581,4265,7337,3487,8037,3658,6888,4411,7122,1532,4770
5025,6582,1538,1667,4626,7209,4340,6990,4620,6957,4677,745
5371,6583,4266,7338,3486,8038,3657,6905,1156,1855,6383,3664
3883,6585,4288,7402,3632,6776,766,6263,1449,2229,4982,1937
3884,6584,4267,7419,3561,6839,768,6262,1272,2228,4959,1914
69,6587,4285,1870,5408,2369,5288,2572,7686,3641,8345,3277
68,6586,4286,1869,5409,2341,5138,2473,5271,2632,5735,1576
7507,6588,1268,4980,2642,7675,3065,8250,3399,1790,1552,4778
5120,6589,4284,7404,3604,6825,4572,2075,5384,1681,6255,4025
5195,6590,4283,7405,3603,6855,4577,2071,222,2064,5282,2527
2864,6591,4282,7406,3602,6856,4576,2072,1158,6219,2016,908
6560,6592,4281,7395,3640,6770,1372,5015,2007,6511,1246,5003
5354,6593,4280,7407,3575,6826,1473,4639,2127,5424,2990,8314
8392,6594,1630,4895,2118,5227,2723,7642,2755,5792,2926,8320
5611,6595,4279,7409,3571,6829,4594,2113,5522,2080,5267,2541
2793,6596,4278,7410,3570,6830,4593,1126,6106,3447,7642,2664
6859,6598,4276,299,5883,4369,7344,1165,6125,3545,8162,1123
6861,6597,4277,300,5882,4370,7343,1164,6126,3555,8142,1124
3646,6599,4275,7411,3569,6831,4592,2114,5521,701,5729,299
3644,6601,4272,7414,3566,6834,4589,2105,5530,685,5447,313
3645,6600,4274,7412,3568,6832,4591,2115,5520,700,5646,300
4239,6602,1215,5040,2792,7643,2927,8124,1150,1830,6374,3673
7262,6603,4271,7415,3565,6835,4588,2090,5369,3100,1535,4793
7261,6604,4270,7416,3564,6836,4587,2077,5382,3018,1534,4794
4860,6606,4268,7418,3562,6838,1319,4824,635,1843,6390,3672
4862,6607,4253,7261,3507,8047,1321,4822,638,1844,6389,3685
4861,6605,4269,7417,3563,6837,1320,4909,436,1845,6388,3659
3678,6608,1608,4943,2691,7553,1445,1101,6421,2540,5531,2300
4416,6609,4239,7274,3547,6850,1167,6150,1406,6016,2205,7725
6273,6610,1770,5428,1134,6244,4015,6930,4437,6977,1455,4569
7364,6611,4202,7248,1139,6240,4018,7051,4563,6810,1524,4744
781,6612,4238,1900,571,5772,1726,4721,2052,5485,3150,7910
782,6613,4212,1901,569,5770,1717,4730,2101,5421,2993,8297
7530,6615,4209,7242,1146,6234,4024,7252,4371,2142,5204,2600
7529,6614,4210,7241,1147,6233,4025,7251,4372,2143,5215,2577
4753,6617,741,6430,4296,7256,1451,517,6025,2982,7766,2804
4752,6616,742,6511,4481,7080,1450,516,6026,2980,7768,2802
5677,6618,4207,7244,2916,7609,2897,8145,3314,2130,5228,2602
457,6619,4206,2150,5211,2217,461,5558,2484,5327,2487,7487
5400,6621,4204,7246,3339,7917,1461,4945,1875,6423,4320,7037
5401,6620,4205,7245,3232,8286,1460,4946,1874,6424,4319,7038
7270,6622,1840,5596,1700,4883,1452,4953,1838,6402,678,6267
5319,6623,4203,7247,3522,8064,3690,1027,1052,6253,2034,5070
820,6624,4201,1891,5449,2238,5163,2496,5253,2894,5503,2384
4077,6625,4190,7314,3457,8112,1500,4642,1131,6192,2278,7658
5683,6626,4200,7249,1195,5054,2217,5159,2566,5812,1555,4775
3459,6627,4199,7278,3543,7449,3237,7928,3503,2186,5236,2625
85,6628,4197,1860,5418,2419,5301,2616,7706,3650,8337,3282
5281,6629,4196,7279,3542,7563,2992,1127,6105,3448,1479,4606
8160,6630,737,6427,4299,7253,3172,7990,3628,7706,1528,4741
8095,6631,4193,7312,3459,8110,3385,8059,3595,2111,5296,2573
164,6632,4191,1772,5285,1907,5402,2251,5173,7318,4611,2038
481,6633,4213,1587,4693,1846,4751,2174,1114,6206,2274,7648
3392,6634,1683,4883,2127,5222,2728,7637,2760,5665,2814,8235
3391,6635,1682,4884,2126,5223,2727,7638,2759,5666,2813,8236
7443,6636,4214,7239,2947,8208,1518,4658,2111,5438,3031,8294
7156,6637,4215,7238,2948,8207,3367,1072,6391,2801,1607,4725
682,6638,4216,7237,2950,1754,4817,1859,4839,7531,3519,6898
683,6639,4237,7275,3546,1755,4816,1860,4864,7566,3274,8111
6988,6641,4232,7251,293,6009,1750,5353,2668,1863,6376,3658
6991,6640,4233,7252,292,6010,1749,5354,2667,1864,6375,3671
6786,6642,4229,7226,2957,8199,3372,8012,3668,8225,3723,1012
3141,6643,4228,7227,2955,8201,1257,4852,2165,2055,1745,5312
5094,6644,4227,7228,1161,5028,2290,7735,2965,5742,2967,8347
5095,6645,4226,7229,1160,5029,2289,7734,2966,5741,2968,8346
4845,6646,4225,7230,2944,8210,812,6405,3964,1096,1593,4694
6911,6647,1574,1851,5426,2386,5272,2587,7672,3617,8314,3240
4912,6648,1880,5615,1711,4872,2162,5238,2546,5873,1315,4938
6341,6649,4224,7231,2954,8202,3371,8013,3667,8226,1584,4687
4723,6650,1613,1788,5239,3083,8138,3255,8281,4167,6977,4190
3513,6651,4223,7232,865,6453,885,6341,4024,2394,1743,5314
5624,6652,4222,7233,2952,8204,3369,8015,3665,2234,4977,1897
3254,6653,4221,1713,5309,3117,8165,3170,8328,4100,779,6356
4527,6654,4220,7234,952,6178,4070,7266,4298,1911,6337,4008
4528,6655,4219,7235,951,6179,4069,7267,4297,1912,6336,4009
3061,6656,4218,1903,5439,2390,5270,1107,6415,2575,5567,2325
4407,6657,4217,7236,2951,8205,1139,6117,1384,2134,5224,2580
3992,6659,1425,4953,2681,7549,2974,8299,3351,7634,3223,8003
3993,6658,1424,5010,2776,7485,3262,7919,3451,7593,3255,8065
6350,6660,4492,7014,3075,8161,1430,4963,1828,6434,4310,7046
3799,6662,4494,7012,3158,8337,3479,6785,248,710,5582,1333
3798,6661,4493,7013,3157,8338,3478,6784,250,704,5707,1568
949,6663,4697,7159,3019,8148,3411,8042,3582,7683,3238,1013
5152,6664,4771,2818,8231,3345,7920,3420,8072,1913,6335,4010
5153,6665,4768,2824,8225,3335,7903,3437,8115,1914,6334,4011
3952,6666,4767,2845,8177,2681,7867,3409,8082,2053,5128,2501
4331,6668,4765,2847,8145,3142,8316,3276,7971,2116,5291,2546
4332,6667,4766,2846,8176,3017,8202,3194,8334,2115,5292,2547
4333,6669,4764,2867,8127,1740,4758,2140,5560,2803,5341,2249
5011,6670,4763,2869,8125,2349,5131,241,4704,7429,3460,6710
3396,6671,4762,2870,8124,2346,5134,2477,5267,2546,5537,1102
9210,6672,1844,5591,1919,5609,2619,7432,3013,5731,2976,436
2707,6673,4760,2872,8122,1315,4971,2003,5446,1807,6365,3680
8659,6674,1703,5488,1864,5515,2667,7453,3172,1402,5890,1507
8456,6675,4749,2883,8175,3034,8211,3186,8342,4116,1601,4731
5424,6676,1500,4750,1981,5558,1155,6102,1468,2177,5243,2617
7036,6677,4759,2873,8121,1890,5091,2517,459,7223,4491,7080
5570,6679,4758,2874,933,6170,4077,7229,4393,7087,652,6243
5585,6678,1642,4860,2085,5194,1234,4902,1887,6412,2074,5219
4603,6681,4756,2868,8126,2396,5322,2598,7688,2047,1274,4978
4602,6680,4757,2875,8120,2353,5127,2538,7747,2046,1275,5004
4484,6682,4755,2876,1165,5024,2292,7761,2912,5754,2961,8353
4485,6683,4754,2878,1164,5025,2291,7736,2964,5743,2966,8348
4952,6684,1154,6239,3684,6882,4606,2092,5367,3093,1575,4695
7349,6685,4750,2882,8163,3159,8301,3288,7960,1847,1563,4737
1217,6686,4773,2816,8233,1627,4739,2214,1001,6181,2249,7744
7015,6688,4775,692,6283,4445,6979,1094,6428,2636,5731,1580
7014,6687,4774,688,6285,4431,7051,1095,6427,2704,5529,2302
2580,6689,1799,5459,1441,1775,1621,4747,2085,5409,3005,8256
1688,6691,1806,1196,4812,2980,7596,2704,7799,3744,8027,612
1689,6690,1803,1199,4809,2983,7593,2735,7828,3716,8001,541
1686,6693,1804,1198,4810,2982,7594,2692,7868,3705,8284,579
1687,6692,1805,1197,4811,2981,7595,2734,7829,3690,8298,590
4226,6694,4796,2835,8217,3281,1556,4565,7169,5103,2696,7551
2399,6695,4795,2828,1338,5161,2776,7532,3098,1613,6533,3827
1849,6696,2004,514,5676,2475,1646,4786,2221,5519,3145,7943
3012,6697,1605,4946,2688,7555,2998,8310,3340,7640,1780,5459
3956,6699,4793,472,5501,2567,7678,2864,684,7587,3260,232
3957,6698,4794,470,5502,2568,7677,2865,685,7590,3258,235
1771,6700,4790,1821,5272,3041,8236,3339,7913,4256,6620,4076
3220,6701,4789,2840,8212,1983,1024,1117,6115,3541,8166,3128
3218,6702,4786,2843,8208,1984,1022,1119,6113,3419,7607,2647
3219,6703,4785,2844,8178,1982,1023,1118,6114,3543,8164,3130
550,6704,4784,2837,8215,858,6446,3632,6733,4465,7296,2899
2113,6705,4783,2827,8209,3299,7995,3591,6822,2285,4882,1814
5469,6706,4782,2825,8224,3333,1469,4673,2154,5549,3142,7976
4808,6708,4780,2809,8180,1470,1187,6132,1413,2110,5297,2572
4807,6707,4781,2808,8181,1471,1186,6133,1415,2109,5298,2571
2924,6709,4779,1633,968,6107,1710,4677,2151,5552,3139,7978
2923,6710,4778,1630,965,6110,1785,5378,2305,5277,2534,7503
2921,6711,4777,1632,970,6105,1805,5343,2648,5953,1864,5422
2920,6712,4776,1631,966,6109,1821,5285,2706,5906,1945,5147
5064,6713,4761,2871,8123,2380,5278,2581,7678,2035,5143,2430
4494,6714,4747,2877,8119,2354,1418,4914,1877,6422,4321,793
1372,6715,4710,1882,5456,2235,5166,2505,5565,2791,5321,2551
4471,6718,1485,4820,2182,5348,569,5682,1429,2141,5216,2588
4474,6717,1486,4819,2183,5347,568,5683,1349,2140,5218,2586
4473,6716,1487,4818,2185,5373,535,5739,1251,2139,5219,2585
1557,6719,4718,1894,5446,2248,5154,2458,5226,2751,5408,2188
7309,6720,1697,5178,1202,5049,2246,5191,2562,5841,1551,4779
2623,6721,4717,1895,5445,2253,5182,2489,5258,2582,5561,2331
280,6722,4716,1890,5437,2384,5274,2585,7661,3639,8347,3275
5150,6723,888,6167,3727,6988,4261,7330,3050,7826,1588,4683
9,6724,4711,1521,4507,7088,4229,7300,4325,7146,4559,3668
10,6725,4709,1522,4506,7089,4228,7301,4324,7147,4558,4560
5322,6726,1067,6262,841,6449,3845,6506,2733,5934,1881,5438
6321,6727,4698,7158,1193,5055,2216,5160,2565,5813,2910,8154
6948,6728,4706,7150,2974,1944,5431,2272,1157,6220,2015,5087
1481,6729,4705,7151,834,6482,3764,6527,4086,2255,4960,1913
1480,6730,4704,7140,835,6481,3765,6526,4087,2256,4958,1915
4832,6732,4700,7156,2996,1901,1505,4669,2157,5568,3124,7987
4833,6731,4701,7155,2995,1900,1504,4670,2156,5547,3144,7944
1662,6733,1277,1915,5369,2317,1611,4757,2162,5590,2834,8218
7454,6734,1807,5455,1483,4818,2407,7845,3519,7720,3368,8036
2907,6735,4722,4839,1153,743,6360,4008,6714,928,1646,5342
4443,6736,4723,4725,2074,5230,2721,7616,2839,1975,5191,2443
4441,6737,4724,3601,6806,3975,6687,4392,7029,1977,5189,2445
2300,6738,4745,2857,8136,3102,8180,3157,8312,2183,5239,2622
2626,6739,4744,2865,8129,2682,1606,4703,2068,738,5203,2601
7666,6740,4743,2849,8143,3116,8166,3169,8301,1860,6379,2631
5653,6741,4742,2850,8142,1956,5423,2235,1144,6229,2006,5063
8024,6742,880,6372,4355,7437,3302,8065,3620,7711,1564,4706
1752,6744,4739,1833,5261,3052,8225,3349,7903,4236,6639,4392
1826,6743,4740,1834,5260,3037,8214,3183,8344,4114,6969,4184
7458,6745,1606,4945,759,6503,3800,6551,3770,8201,3666,6539
1368,6746,4738,1692,4666,7122,4360,6943,4516,6827,4162,7399
1465,6747,4737,1883,5455,2251,5153,2459,5225,2752,5407,2189
4422,6748,1654,4851,2103,5180,1253,4885,2047,5489,3172,7890
6414,6749,4734,2855,940,6190,4058,7278,4286,970,6054,1283
9237,6750,4733,1782,5245,3055,8222,3265,8242,4146,6973,4193
1906,6751,1651,1820,1281,4982,2126,5147,2578,5807,2915,8240
3655,6753,4728,2862,8131,3125,8158,3205,8266,2124,5285,2525
3654,6752,4732,2858,8135,3119,8163,3172,8355,2125,5258,2606
3598,6754,4727,2863,1115,6204,1427,4966,1825,6462,4335,7027
2079,6755,4726,1595,4685,1249,6190,3860,6598,4781,7223,2957
5675,6756,1796,5450,1443,4794,2478,7786,2860,5617,2861,8122
1923,6757,4725,1153,6100,4548,7178,4227,7234,4869,7196,1050
1921,6758,4797,1152,6113,4599,7128,4274,7424,4935,2577,1049
5412,6759,1401,5116,2459,7706,3096,1120,6112,3489,1550,4780
5262,6760,1402,5115,2461,7720,3088,8290,3403,7648,3212,7919
3826,6761,4798,2833,8218,3282,947,6045,1305,2308,4915,1727
7672,6762,4799,2832,748,6343,4097,7180,4190,2107,5300,2570
6465,6763,4812,2942,1168,5021,1381,5006,2016,5466,3169,7892
525,6764,4872,2920,8322,1917,5393,2314,5119,7349,3483,6751
602,6766,4870,2922,849,6442,3849,6502,1136,6188,2243,7750
601,6765,4871,2921,850,6441,3850,6500,1137,6211,2269,7665
7638,6767,4869,2923,8321,2962,7552,485,5997,3030,621,6324
336,6768,4868,2924,8320,1940,5435,2280,5205,2696,5673,1612
335,6770,4866,2918,8324,1938,5437,2278,5207,2528,5551,2340
338,6769,4867,2925,8319,1937,5438,2277,5208,2521,5583,1351
5449,6771,4865,2908,8153,1584,4858,1877,4848,2184,5238,2623
2359,6772,4864,2907,8154,3161,8330,3321,7986,2094,5286,2524
7995,6773,1722,5470,1259,5001,2260,7407,2978,5707,2942,8309
7490,6774,4863,2906,8155,3160,8328,3295,7979,4217,1549,4781
6475,6775,1771,1799,5228,3059,8219,3179,8348,4110,7026,1103
4350,6776,4862,1828,5266,3046,8231,3344,7907,4233,6642,4389
4599,6778,4860,2890,8168,3098,8154,3240,8296,2126,5257,2607
4600,6777,4861,2889,8169,3047,8230,3345,7894,2127,5256,2608
13,6779,1308,1845,591,5781,1769,5334,2628,5821,2769,7883
6488,6780,4859,2891,641,6412,3823,6468,4142,2178,5242,2619
7533,6781,1169,5033,2801,7634,2933,8136,3319,7899,3910,1122
1600,6782,4858,550,5682,2644,7840,1113,6264,2712,5385,2266
1598,6783,4857,578,5604,2548,7752,1112,6380,2797,5315,2556
6304,6784,901,6157,3921,6545,1520,4657,2112,5437,3032,8293
3984,6785,4856,2894,8165,352,679,1088,6433,2645,5722,1569
3343,6786,4855,2895,8164,3120,1414,4916,1903,6545,4420,932
3342,6787,4854,2896,8162,3157,1413,4917,1904,6544,4421,931
1767,6788,4853,2897,8149,3163,590,5634,1423,6153,2323,409
1769,6789,4873,2919,8323,2967,647,6301,3998,8041,3984,477
6467,6790,1705,5486,1223,4948,2104,5080,1949,6504,1404,4651
4421,6791,4851,2899,8160,1918,5392,1071,6392,2846,5489,2397
3921,6793,4876,2916,8298,2713,7780,2840,1061,6245,2040,5153
3922,6792,4874,2917,8325,2949,7563,2790,1060,6246,2039,5065
4758,6794,4895,2692,1272,4977,2130,5236,2548,2173,5247,2614
4311,6795,4894,2693,7627,1369,4872,1867,4857,2099,5307,2564
1560,6796,1747,5505,1877,5588,2612,7467,3160,2163,1661,5386
3990,6797,4893,2694,7626,4449,6976,1106,6416,2584,5637,1297
3434,6798,4892,2695,7625,4388,1316,1161,6129,3556,8153,3138
8120,6799,1884,5611,1719,4865,1481,4632,4634,6894,4735,2170
2252,6800,1898,1937,5348,2299,5110,2554,7762,3598,8248,199
