id,PageRankRank,T0PRRank,T1PRRank,T2PRRank,T3PRRank,T4PRRank,T5PRRank,T6PRRank,T7PRRank,T8PRRank,T9PRRank
343,451,6193,236,5938,4094,6649,29,81,3699,212,5968
6333,452,555,5796,1848,5446,2513,676,5655,2608,586,41
4889,453,184,6040,3904,6557,3951,6635,3687,8235,84,5768
1174,454,6192,4452,510,404,296,5871,1646,319,1812,777
2797,455,6191,4453,7044,149,203,5941,1577,150,3383,779
4879,456,101,5875,629,863,1402,4928,1920,1512,1437,4585
4729,457,6190,4454,7043,760,6350,4018,29,3979,6934,638
2142,458,963,6107,4025,84,5856,1752,4635,759,5198,2436
3882,459,6189,4446,898,6369,779,6254,1348,97,4001,7279
4344,460,6188,4435,7057,3699,110,5769,118,551,395,81
2701,461,6187,4434,7058,1987,5345,86,2048,5488,3149,7911
8016,462,6186,4433,7059,711,125,5744,1716,1244,1308,4974
1278,463,1093,6295,467,5823,1944,99,7076,2119,137,5789
1066,464,6185,60,5824,1552,5026,1900,4770,832,1024,821
6268,465,6184,4415,7131,3962,6607,3754,6865,4574,7461,47
5174,466,6183,4416,168,6046,1708,596,641,232,122,5800
4892,467,131,5910,892,6461,3782,6568,3754,8163,3700,6567
4285,468,6182,4417,39,5941,2091,5045,2036,762,1029,6204
1185,469,1214,31,36,5917,2062,5055,2027,5456,802,482
3777,470,473,5832,91,5877,828,6451,4130,425,2502,7475
732,471,303,1846,75,2110,5553,2368,5216,180,889,6094
7405,472,156,223,145,148,5817,1578,5076,7343,990,6177
2699,473,93,5880,1574,4750,2461,7860,3538,203,87,5766
2603,474,167,6053,304,5855,74,5852,1525,2067,1765,5472
2206,475,6181,43,5776,1657,4717,2180,5467,303,2292,7692
2338,476,6180,4419,7129,1502,108,5801,1748,1708,6285,59
2461,477,136,5905,282,6019,1735,4712,2060,280,2083,37
3722,478,1184,5021,56,5960,2008,5109,1981,278,679,6279
6415,479,416,5685,117,5886,604,280,4977,798,6585,3745
2577,480,1336,5176,61,5944,2086,5034,2019,5463,3120,66
1252,481,6179,1370,29,5923,2058,5089,1941,1298,100,5757
4903,482,6178,4421,7127,1602,1094,855,5720,1214,5832,99
1173,483,318,5709,1309,2020,1557,4564,7170,361,2977,8340
1666,484,1090,1992,176,6039,879,268,5061,466,1074,964
8539,485,6177,4423,7125,82,5858,1780,105,3825,8111,3220
1934,486,6176,48,134,5903,1917,5492,2319,5219,2371,7876
4708,487,1383,5076,2720,488,71,5854,1529,1186,5853,483
5155,488,206,6077,4051,821,988,6039,1315,477,2603,7445
4112,489,116,5865,635,6372,4124,7201,4361,321,1836,5414
5030,490,139,447,5522,2664,123,5759,1699,6764,4142,1024
7461,491,6175,4425,7123,3955,69,5855,1528,229,845,6252
3436,492,958,6110,599,5775,1704,4682,871,142,3310,8027
2262,493,6174,4427,7092,3735,6937,4441,6986,200,53,5855
764,494,6173,57,5797,4271,7421,1137,6095,3429,7599,2653
3426,495,6172,4429,7063,3710,6902,161,8121,1974,64,5847
4953,496,1153,6240,3694,6955,4558,126,7276,4799,71,5840
2951,497,6170,91,5802,1024,295,1231,6071,3077,7740,1036
7578,499,6116,4717,2071,176,5803,1533,335,1071,6173,3854
7576,498,6142,4646,2314,175,5804,1532,328,1070,6174,3853
3982,500,6141,4647,2313,5324,2798,47,1512,6128,382,5511
1235,501,6113,426,5482,230,5908,1717,552,7153,4553,7087
8169,502,6112,4722,2077,5200,2697,7606,2849,5604,80,719
7459,503,6111,4714,2056,5272,2886,8214,3240,7951,70,5841
6559,504,6110,4702,2047,5279,119,5763,1662,1498,1247,5002
8972,505,6109,4684,2327,208,5839,1739,290,586,8078,3200
2032,506,6108,4685,2326,5320,2799,32,4012,938,344,5615
2429,507,6107,88,5805,4282,7414,153,6748,4403,7052,639
7877,508,6106,4687,2324,256,5977,1331,57,1419,6472,3645
3821,509,6105,4688,2322,117,5892,188,8233,212,439,225
3779,510,145,5898,1069,6301,4183,7396,2988,276,1237,4834
2676,511,1130,6204,3678,422,5627,1325,6156,117,248,5880
8445,512,6104,4689,2321,168,220,5929,1537,1249,5773,451
386,513,6103,535,5691,305,6003,1491,16,4133,6954,4147
3601,514,6102,4682,2329,67,329,5903,422,259,4127,7363
391,515,581,247,5927,337,5923,1694,46,4296,6798,4506
7337,516,6101,4691,2240,5343,565,146,6875,4565,784,6365
2647,517,6100,129,5714,240,5988,1332,574,7054,4853,1782
8451,518,1396,5120,2456,1477,5087,2520,7735,3570,278,5911
3394,519,100,5876,827,1049,6117,3928,6544,128,1414,688
1449,520,6099,4694,783,64,5864,1770,275,300,2315,401
2267,521,230,164,761,930,582,410,5857,3125,7871,3368
3668,522,6098,4695,2055,5261,190,5949,1558,295,378,547
5539,523,64,5956,3925,6542,980,6076,1450,6184,2246,7747
4767,524,6097,4696,2054,245,672,429,658,8243,3778,52
4608,525,1707,5484,30,5922,2059,5088,726,298,2261,7673
6471,526,6096,4697,322,5700,873,6351,4014,353,350,5609
4247,527,6095,1181,4824,161,61,5833,1570,6676,4140,375
2830,528,80,5886,626,6380,4117,7220,4342,524,786,6364
5004,529,6094,4699,983,6092,1783,5380,746,391,262,5897
2557,530,6093,1089,140,1051,6114,3931,416,1055,6135,555
7447,531,944,6177,3715,6942,4565,292,6193,309,842,6374
3229,532,1181,5024,272,6014,1744,5028,1995,174,302,5592
7212,533,6092,4636,2376,154,5814,1583,5073,1589,6604,3761
4439,534,6091,4635,2377,742,385,5618,2427,1099,6092,95
2604,535,940,6180,3712,6945,189,269,5064,820,174,226
7160,536,6114,4720,2079,5199,2698,7605,2850,352,108,5750
6868,537,939,6181,113,5860,1064,6182,1769,6708,4061,7201
2608,538,1104,6228,155,5888,605,5653,1386,181,1137,1188
2889,539,483,5852,74,5947,2084,5036,2033,508,1235,4836
3377,540,231,6032,3911,1678,412,5597,2420,227,643,1197
8110,541,6090,4634,786,997,6102,1513,925,1486,6419,3690
1491,542,6115,4718,2081,5197,793,89,7129,1101,176,5936
5328,543,6117,4716,2057,5271,118,5764,1665,6743,324,227
1505,544,1895,5608,1723,66,251,5966,468,339,1673,22
8318,545,6140,4648,2312,299,368,5571,2414,5389,3076,7965
4269,546,6139,282,5837,375,1513,94,7144,5110,2691,7586
736,547,88,830,208,836,6292,4071,398,199,1554,4776
7158,548,297,6009,219,6064,641,6100,1499,6089,142,5786
8713,549,6138,4650,2310,99,5905,860,298,4741,7095,4269
3670,550,1962,5553,1973,5563,127,5755,1729,6691,629,415
182,551,6137,220,5890,4361,7351,402,74,4214,6714,4327
6374,552,439,5665,957,339,5921,1697,4695,7437,3453,6717
3539,553,1635,4864,2092,172,1392,4936,444,1059,6131,3949
3809,554,249,5992,3869,309,6000,573,5916,543,7350,2922
3673,555,6136,4652,2308,63,1615,4753,2079,382,2835,8217
2559,556,936,6184,859,327,5931,366,5870,1162,592,6290
489,557,6135,101,5734,171,5806,1531,5059,7207,4507,741
4828,558,6134,4654,2306,355,5913,57,1340,6066,2157,5183
6605,559,1835,5601,250,1607,4698,2198,72,1253,5799,1674
3249,560,350,5743,211,2009,1090,6162,1430,109,3844,6668
2293,561,977,6099,4059,6741,4463,53,257,4473,280,529
5643,562,6133,141,5738,2254,336,5897,690,7626,3282,271
4931,563,59,5948,889,6464,3779,6571,3751,622,316,5579
8864,564,6132,4679,448,108,5897,1671,4714,7447,3443,6756
8865,565,6131,4680,451,107,5898,1657,4865,7565,3275,8110
8867,566,6130,4681,468,106,5899,1667,4715,7459,3587,6843
291,567,186,72,5816,128,5883,518,6024,2983,7765,38
1872,568,1810,5452,127,182,5799,1299,1204,171,427,5547
1796,569,409,5661,175,6040,1629,267,5058,269,978,963
6631,570,1287,4994,756,6505,70,853,5722,3371,7701,2863
1037,571,111,799,6398,716,155,713,5620,2963,7784,2786
6407,572,242,566,720,6362,4133,7206,4356,7167,717,6423
4401,573,168,6052,3975,6652,3914,1124,6108,220,65,5846
4163,574,6129,4703,2046,233,5968,1388,144,296,2255,7722
5250,575,6128,4705,946,6183,4065,7271,4292,7024,203,980
418,576,2039,2103,5165,55,1043,960,473,228,4849,1040
4206,577,6127,4706,349,1260,1115,6200,1594,119,3908,6584
2628,578,6126,4707,2033,5258,344,133,6708,4458,126,5796
3056,579,6125,1397,4866,2146,416,5564,27,215,4856,1809
6413,580,6124,4709,2042,5282,202,90,7185,5141,183,5930
5638,581,1202,5062,2719,7473,3245,7934,3498,7734,161,5948
4110,582,345,5734,106,940,6382,3693,73,1971,604,6337
4217,583,1718,5474,1463,4778,2489,7775,2870,84,692,6253
6612,584,211,6061,4044,6750,68,175,8249,4142,6946,412
3580,585,6123,913,6023,650,5678,1720,551,7098,4815,134
2983,586,1671,4868,1112,6207,665,6286,2290,443,151,5867
1542,587,6122,330,5554,133,226,5950,747,1075,6169,698
7307,588,1447,4790,348,5713,1964,5415,2377,1323,198,690
4128,589,202,6081,4066,6708,4466,7152,4170,166,1273,4979
1736,590,96,5878,1612,4933,2115,5071,1956,107,3842,465
3437,591,192,6035,701,6320,4170,383,5911,330,219,5963
2223,592,106,5872,918,6152,1589,4597,7081,1921,1536,4792
6278,593,283,6023,87,5880,1886,5462,1044,6259,628,6320
6992,594,6121,194,5911,4295,720,6242,979,6637,4387,6986
7879,595,6120,4704,2044,85,5855,1751,4648,6883,4743,2162
2026,596,6119,4713,177,1119,6062,1411,4981,96,3997,7283
6360,597,6118,4715,251,5985,2012,66,1467,6169,81,5771
5123,598,6089,4571,89,5879,1887,5460,2292,207,351,5608
471,599,5980,103,5733,2246,5156,2457,5227,2750,5409,2187
5467,600,5873,4069,7273,694,6340,3996,6722,112,714,6426
8124,601,5979,4111,7386,235,5993,807,300,1212,5834,1450
4671,602,1453,4787,2083,5195,2701,7602,2823,192,249,5879
8276,603,347,5745,1656,4855,1104,277,4869,7561,3410,6786
7526,604,1160,6233,41,5943,1530,4648,2121,1398,281,5909
5161,605,43,5947,3931,1142,6217,3897,6508,4595,173,5938
2776,606,5843,4280,378,5725,1937,5414,2363,116,3847,6693
5210,607,464,5811,1882,1073,101,5818,1557,6638,4386,564
2081,608,5842,4281,7005,1702,309,629,803,5338,2476,7494
1926,609,75,5917,1458,1355,106,645,5654,2091,5283,847
4051,610,66,5954,3927,6566,534,5740,1229,6308,1343,4969
2336,611,5841,4282,7003,3815,6725,27,3854,8342,347,5612
210,612,259,632,6274,4455,690,6327,712,1047,6143,3938
8201,613,5840,4283,6973,109,5896,213,5343,234,4832,1800
4663,614,294,6012,3874,6638,3894,6648,3737,484,118,5804
3409,615,5839,4284,6972,3814,73,5853,1192,1665,6541,3819
4782,616,5838,4285,6971,3816,6724,80,647,1113,266,5923
8701,617,5837,4286,6940,101,5903,1663,106,3835,1381,4638
1026,618,484,66,212,6069,1831,5276,2684,5975,1918,5111
7249,619,5836,4287,6939,3845,6558,3843,6557,124,111,5763
6653,620,5835,4288,273,6025,1775,139,6610,4772,107,5751
6717,621,5834,4290,6938,3846,6557,3844,6582,110,474,5744
5348,622,132,5909,200,6079,1849,5318,2644,1759,6187,563
1590,623,482,1371,242,810,353,5586,2399,5355,3052,103
880,624,1731,45,5774,897,6472,3667,6762,1426,6469,681
4072,625,254,5988,3951,864,6441,3637,6758,305,2310,7691
3746,626,982,6095,4064,558,5752,1600,114,1043,6147,302
4805,627,5833,1721,5302,363,5963,1396,4935,426,2506,7471
2132,628,1302,5068,2715,2049,91,5841,77,4257,6619,505
4174,629,5832,4292,167,6047,1709,4678,2150,334,184,762
7755,630,985,373,675,814,6305,4058,6624,889,6093,3925
2194,631,2090,5225,2572,7848,3648,6913,4453,95,3996,270
2190,632,422,489,5668,2490,6491,3650,6777,332,1886,5433
373,633,5831,96,1328,5169,2743,7622,2833,5610,2868,8129
5535,634,5830,4294,93,5875,1896,5453,2299,127,225,5941
6400,635,117,5864,1585,4911,2183,5249,2537,577,7014,4098
1376,636,205,6078,4040,6754,4428,7123,4257,249,4161,331
6320,637,1398,5119,21,5928,2054,5123,1968,2162,1541,347
3694,638,5829,4295,6935,3849,6555,83,2081,370,105,5753
5118,639,5828,1296,4778,286,652,6297,4002,1213,5833,1455
7145,640,5827,4297,6933,3851,6553,55,1694,6768,205,5973
8011,641,1020,6124,222,6061,1845,5322,2640,1034,230,5893
2789,642,359,5735,1671,232,5910,1715,4737,176,3615,6844
7335,643,5826,4321,6915,3826,6572,125,7271,4792,106,5752
8210,644,5825,4322,6914,3827,210,5936,1517,1503,6406,836
2214,645,1092,6296,1341,5158,304,5865,1641,144,737,6404
3562,646,327,5705,265,1413,1506,128,6962,1875,6314,3970
3961,647,274,6018,3894,6564,3971,6589,3792,131,242,5885
3910,648,147,402,230,6027,708,6311,3990,8048,512,684
3908,649,148,403,229,6028,684,6332,4033,8010,506,721
2690,650,5824,116,5726,2298,5111,2553,7763,3597,8171,3123
3400,651,934,6185,3756,1968,256,699,5574,191,4596,2061
8096,652,5823,4345,6952,123,5886,1683,4706,7427,3437,6792
757,653,5822,1342,4978,1598,4704,2192,418,3249,7592,692
1059,654,5821,4348,6949,75,5860,1775,4688,1585,609,6333
5267,657,5845,63,5823,4221,7229,4237,132,4953,2561,7419
5266,656,5820,65,5821,4223,7227,4239,135,4892,2619,7611
5265,655,5844,64,5822,4222,7228,4238,134,4944,2569,7412
1404,658,102,483,1026,6141,4047,7259,816,5385,1093,128
827,659,5847,68,5819,4225,7225,4241,827,5237,2516,566
1196,660,1120,115,742,260,5973,1355,6195,3298,1790,5480
6783,661,5870,4072,7361,98,5906,1659,98,698,5368,2283
3544,662,5869,4074,1343,5156,2780,7528,3102,76,694,6264
7903,663,5868,4186,7322,141,5819,1575,5079,7341,3619,6872
4993,664,5867,4054,7185,426,1197,4875,462,7268,844,85
5026,665,5866,122,5721,90,5853,1722,28,4001,6859,4454
2998,666,165,6054,4049,6747,4432,637,5629,155,3228,8087
7726,667,5865,128,5715,2599,7708,2902,7614,3889,8051,3524
3152,668,505,5833,1491,4814,2411,955,6292,1713,96,5760
1582,669,239,5999,183,853,6450,3628,520,168,1782,5457
3613,670,1023,6123,3982,832,1385,4986,1863,736,4942,90
2673,671,285,6021,3918,6547,3930,6683,3886,8276,3817,61
2428,672,5864,131,5713,2590,7689,154,6752,4399,6758,4353
6780,673,1176,5029,2804,610,840,6439,4110,347,1838,5412
4341,674,5863,4304,6929,3855,6581,82,2080,5414,3000,8261
5656,675,5862,4305,6928,532,149,5800,1750,6724,4045,870
5404,676,171,6049,917,6153,247,5969,1798,6436,4308,7047
5589,677,5861,4306,6927,1378,4863,65,1501,6114,447,5711
6804,678,1178,5027,2806,7630,841,6438,4111,317,222,5960
1778,679,5860,1824,1135,455,5658,1707,4743,1452,6501,3799
4709,680,157,5974,3963,265,291,5875,818,573,6968,4168
4201,681,1838,5598,1696,1959,82,5847,1539,6653,4110,1057
4085,682,5859,4307,435,5679,115,5765,1663,6745,655,179
1792,683,1668,4841,214,813,6306,4056,391,2757,5403,2193
3363,684,1745,5494,1855,5439,2544,7494,3194,1161,329,666
6737,685,5858,4308,878,6475,610,5678,1443,287,675,6237
7297,686,5857,4310,6925,257,5976,1323,40,4044,6872,4444
1522,687,5856,4311,6924,3859,346,5591,544,1050,6140,3941
8474,688,5855,4313,6923,3843,6560,3842,6558,210,4777,2073
3322,689,393,5647,1769,5510,1593,4594,7084,291,674,6250
3109,690,5854,399,184,147,1029,6033,1338,6068,2155,123
2726,691,5853,4315,6921,62,950,6069,1286,561,6643,4388
3631,692,5852,4316,6920,3840,6562,770,5745,3388,116,5805
3500,693,1830,5520,876,6477,3769,6522,4091,98,3933,6626
2272,694,5851,261,5855,89,5879,1756,543,2339,5051,1887
8037,695,5850,4318,6918,3823,551,5726,1316,6076,115,303
6531,696,5849,4319,6917,229,333,5899,1585,6663,360,5569
5668,697,5848,1285,4788,1353,1263,4816,2252,5396,3070,7970
4515,698,5846,124,5719,2270,5196,2646,7852,3669,8265,3341
6339,699,84,5884,1528,4729,2327,7668,2791,5688,1559,4771
3537,700,478,5856,1591,4907,2187,446,766,491,119,5803
19,701,5818,138,5737,2256,185,5860,1629,6624,4398,557
5318,702,1428,153,5760,2321,179,5780,1790,6444,4326,850
5185,703,5792,180,5826,4218,7232,498,5985,3216,7706,2857
7344,704,1412,5107,1159,5030,2288,7733,2967,338,104,5754
7277,705,5817,4352,166,6048,1728,4719,662,1455,6499,3801
7152,706,179,6044,3900,6559,3973,6588,3793,1150,1355,4959
5236,707,298,6008,890,6463,3780,6570,3752,8165,3672,6535
8612,708,5789,4341,6956,612,270,5922,381,3039,1222,4848
3451,709,1190,5016,2769,7488,3259,7921,3450,7570,90,5764
3725,710,1183,5022,141,5898,1921,5489,2322,277,2081,5242
7432,711,951,6143,1109,6210,3991,6630,3692,8257,110,5776
1004,712,424,259,5858,1448,5048,1941,1004,6147,1946,1026
403,713,5788,123,5720,2269,5197,2645,7853,3691,8297,3253
4300,714,935,89,5804,4283,465,933,6284,2554,5558,2333
6476,715,213,98,5767,2332,5145,2466,5244,2881,5515,2316
3643,716,5787,4279,7006,122,5887,1682,1121,134,3899,6579
4383,717,5786,4278,7007,3797,6884,63,1428,6148,311,5583
4272,718,163,6056,1313,5126,2757,7549,3143,7807,3332,1108
2000,719,5785,4277,310,1785,4848,1887,4808,177,1191,428
5496,720,5784,4276,7008,3785,6894,92,636,8318,3732,6483
4891,722,5782,4214,178,6038,1762,5341,63,490,2620,7610
4890,721,5783,4213,179,6037,1763,5340,64,489,2609,7442
2010,723,1946,737,96,5873,1927,5483,2328,130,254,5874
7967,724,1393,5096,2741,7457,3231,428,5799,3461,7632,207
2956,725,348,523,1207,5034,2283,343,5915,2167,5251,432
1031,726,5781,1037,6153,1224,6154,3953,136,464,2747,7559
5558,727,118,5863,1052,6259,4139,7288,4323,1459,935,5990
4435,728,5780,4216,6995,1053,126,5756,1724,6696,4123,7366
7182,729,5779,4217,94,167,5807,1559,5092,7330,4599,2059
53,730,1397,307,5877,2221,5324,199,1059,6247,2038,5152
371,731,1859,344,1190,706,6330,3979,6677,4717,7063,363
6707,732,1792,5409,1608,4892,140,5747,1712,185,274,5915
5441,733,5778,4218,6994,169,239,5975,1786,684,5472,2357
6306,734,5777,4219,6993,353,1124,228,4684,7273,4653,1956
184,735,5776,150,5762,2315,5100,2552,407,3283,7507,3034
4101,736,5775,4212,6997,3809,6875,250,5036,1359,94,5749
4031,737,2076,5234,1376,5073,427,184,8132,787,920,6005
6514,738,5774,4221,1154,451,5662,1704,4746,1711,236,5888
4533,739,243,5997,3890,6540,3931,692,5581,1350,1392,4627
2467,740,5773,4223,1361,5084,2243,5193,2531,1288,200,5977
686,741,1192,485,172,6041,414,1001,1106,663,231,5892
1456,742,332,314,5870,4338,1501,4643,2126,1736,6206,190
1033,743,1044,6277,3841,1481,5084,2511,1166,1173,884,6099
6756,744,5772,4225,6989,3803,6879,78,2185,5575,975,6163
3839,745,5771,4222,6991,146,98,5836,1554,6639,4385,6987
2169,746,978,6098,4061,6709,607,5681,65,1069,6175,580
5372,747,5770,148,5764,2355,156,5794,1800,6458,4328,7034
3325,748,187,6039,3905,1893,361,5578,2407,94,3995,7284
5636,749,5769,4210,6999,1138,6220,211,5451,118,3850,6690
1661,750,5768,97,5768,2334,1262,4817,2251,5397,3069,1134
2911,751,5767,4191,7317,121,5888,1680,1000,1467,6489,3715
1632,752,378,83,450,5667,130,1075,6388,865,1061,1240
3558,753,5790,4340,6944,2050,65,5858,165,5191,1760,417
8173,754,5766,4192,7316,3375,7927,3414,8078,4294,146,5782
8172,755,5791,4337,6960,3783,6895,4530,7142,5161,145,5783
7100,756,1290,1066,6186,1043,6122,3923,6548,202,4551,7089
7720,757,981,112,740,405,451,5533,2450,5309,2450,281
9278,758,5793,4324,6942,3819,6575,3834,6565,186,532,5633
3455,759,5816,4353,6945,3788,172,322,6046,3095,7890,152
7318,760,5815,4354,7031,3860,6603,3757,6862,4575,7433,98
3935,761,5814,158,5756,2403,5315,2604,7715,3616,8315,309
7824,762,1048,450,5519,212,5837,1741,4657,6925,4760,2090
3087,763,119,5888,624,6382,1538,4581,7097,2014,1709,716
5201,764,450,5825,1201,5050,600,384,5910,3167,1166,4899
7990,765,394,5646,343,5691,1903,5475,2278,189,435,5543
4137,766,1464,4833,2171,5356,2828,8204,3263,7888,101,5756
144,767,5813,100,5735,1474,5090,2518,7737,3568,8144,3207
3886,768,315,5711,51,1496,5070,2535,7721,461,1352,4962
3761,769,1544,4767,2026,1168,276,1049,6472,4680,358,5585
8261,770,5812,4357,7093,1534,253,749,5766,3340,444,5714
6578,771,5811,477,353,151,5816,1579,950,690,5501,2386
6768,772,5810,4360,7118,333,167,5787,1810,1538,6432,786
2965,773,377,5660,993,2074,351,5588,2397,254,1126,4876
5541,774,150,5895,1569,4754,875,6349,4016,1544,153,5953
6751,775,5809,4361,7117,3987,6679,945,6272,514,1079,6160
1964,776,5808,1243,978,6097,1819,668,990,506,7266,790
6323,777,1146,6246,198,6081,1826,5281,919,320,299,5595
67,778,5807,507,757,268,5996,386,5908,3169,7833,3466
4923,779,1386,5073,2710,7537,2955,102,7344,4948,216,5965
4682,780,5806,4364,7114,3985,6680,187,8142,4036,136,5790
2724,781,5805,4356,7033,3822,795,6421,4100,492,125,5797
393,782,5804,149,5763,2356,5126,2540,7774,3740,8004,668
3055,783,5803,4334,6963,3780,207,5939,1568,1631,1307,4932
6686,784,512,5771,923,627,5699,1580,5075,628,1088,6151
5200,785,5802,4343,6954,234,5994,1342,184,5021,2756,7567
2652,786,5801,4325,6943,1683,4643,56,1674,6735,4078,7220
3288,787,1957,5558,1078,6293,170,592,5957,3252,545,5681
4090,788,1053,6272,477,5814,1894,441,5801,1129,860,6063
2260,789,5800,94,5798,826,6298,4065,205,1738,570,5985
125,790,5799,296,5873,976,6412,3723,6950,5064,2677,7629
6376,791,1193,5014,2771,130,5852,1723,4731,2051,5129,2500
8289,792,5798,4328,6969,1507,5003,72,2276,5252,335,5624
1839,793,5797,1462,4592,1023,6138,3938,781,5945,1880,5439
6371,795,125,5915,753,6508,3797,6553,3768,8203,3664,6541
6373,794,124,5904,749,6424,3866,6573,3749,8168,3670,6537
3864,796,5796,4330,6967,3798,6883,71,2730,5937,1877,5442
4568,797,551,5799,1833,5430,1443,4958,1833,6432,169,5942
4024,798,5795,4331,6966,378,5954,1404,724,529,7473,2998
2127,799,5794,4332,6965,1804,76,5851,1533,1231,535,1086
4406,800,5871,4071,7334,3387,139,923,6293,437,244,5883
6301,801,5819,4350,6947,1436,99,5835,1566,6669,4095,7211
5341,802,5872,4070,7274,3510,120,5762,1672,6737,4087,50
4459,803,5927,4040,7211,465,373,5593,2393,682,597,6285
6789,804,5951,4148,7296,397,5792,727,358,408,3028,8295
2748,805,5950,167,5748,2400,5318,2601,7690,3664,8269,76
7610,806,5949,4150,7294,3489,8011,3519,362,198,4541,7097
8060,807,5948,4151,7293,336,5924,1693,4699,5198,2339,88
2927,808,5947,339,5545,876,598,5628,1817,6469,1215,4853
4675,809,5946,4153,7291,210,5838,1740,4658,430,2511,7525
8310,810,5945,4145,7299,96,5907,1672,4713,7446,3444,6755
2899,811,1992,5246,1257,4976,349,5590,2395,178,1001,6168
2540,812,2127,5368,1542,213,811,6406,752,333,666,6231
2579,813,5944,308,5876,197,5846,695,161,1072,6172,3855
7251,814,5943,4157,942,6188,4061,7275,4289,151,3374,7407
5296,815,264,5982,3956,6580,3963,6597,3784,8189,264,671
6310,816,220,6068,4037,436,5673,1676,4710,1534,1253,4996
8003,817,5942,4158,7287,3482,8015,3516,8046,286,123,5799
3510,818,270,6002,3885,6629,1081,6171,1698,160,1072,6106
8064,819,544,5777,1964,5545,137,5749,1708,6731,4040,7185
3775,820,1408,5111,2465,7729,3083,766,5749,2193,271,5918
3933,821,5941,4159,7286,3480,8017,173,44,4281,6650,4385
1482,822,1600,1179,4826,3006,8125,3208,8263,4131,6956,24
6493,823,5940,4161,7284,152,747,6221,632,8267,3824,6654
5013,824,273,6004,3882,6632,3875,487,5995,2213,223,5959
5293,825,5939,4162,7283,3499,8059,87,2065,553,398,5512
5672,826,1363,5122,2454,7680,96,5838,1520,6123,1201,4806
5414,827,5938,4163,383,5720,1941,5410,2361,5233,498,742
4513,828,170,6050,3973,6651,3915,6637,765,1081,6163,693
5620,829,5937,4100,7337,3388,8089,3381,66,429,2510,7500
3885,830,5936,4099,7338,3370,787,6337,4028,243,4671,1998
8455,831,5935,4098,7339,1430,158,5792,1802,6471,4327,7035
3034,832,2114,5376,59,5958,2010,5107,1982,560,6800,4504
4567,833,550,5800,1813,5420,188,5892,1606,6595,943,6042
